5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
31,24564,0,1815,24564,0
5,24564,4,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
20,24564,0,1815,24564,0
5,24564,4,1815,24564,0
5,24564,0,1815,24564,0
5,24564,0,1815,24564,0
